param nLayers := 11;
 9 4432 9922 0
 9 4433 destination 0
 9 9912 5138 1
 9 9912 5139 0
 9 9913 5138 1
 9 9913 5140 0
 9 9914 5139 1
 9 9914 5141 0
 9 9915 5140 1
 9 9915 5142 0
 9 9916 5141 1
 9 9916 5143 0
 9 9917 5142 1
 9 9917 5144 0
 9 9918 5143 1
 9 9918 5145 0
 9 9919 5144 1
 9 9919 5146 0
 9 9920 5145 1
 9 9920 5147 0
 9 9921 5146 1
 9 9921 5148 0
 9 9922 destination 0
 9 5138 9835 1
 9 5138 9836 0
 9 5139 9835 1
 9 5139 9837 0
 9 5140 9836 1
 9 5140 9838 0
 9 5141 9837 1
 9 5141 9839 0
 9 5142 9838 1
 9 5142 9840 0
 9 5143 9839 1
 9 5143 9841 0
 9 5144 9840 1
 9 5144 9842 0
 9 5145 9841 1
 9 5145 9843 0
 9 5146 9842 1
 9 5146 9844 0
 9 5147 9843 1
 9 5147 9845 0
 9 5148 destination 0
 9 9835 6205 1
 9 9835 6206 0
 9 9836 6205 1
 9 9836 6207 0
 9 9837 6206 1
 9 9837 6208 0
 9 9838 6207 1
 9 9838 6209 0
 9 9839 6208 1
 9 9839 6210 0
 9 9840 6209 1
 9 9840 6211 0
 9 9841 6210 1
 9 9841 6212 0
 9 9842 6211 1
 9 9842 6213 0
 9 9843 6212 1
 9 9843 6214 0
 9 9844 6213 1
 9 9844 6215 0
 9 9845 destination 0
 9 6205 254 1
 9 6205 255 0
 9 6206 254 1
 9 6206 256 0
 9 6207 255 1
 9 6207 257 0
 9 6208 256 1
 9 6208 258 0
 9 6209 257 1
 9 6209 259 0
 9 6210 258 1
 9 6210 260 0
 9 6211 259 1
 9 6211 261 0
 9 6212 260 1
 9 6212 262 0
 9 6213 261 1
 9 6213 263 0
 9 6214 262 1
 9 6214 264 0
 9 6215 destination 0
 9 254 4126 1
 9 254 4127 0
 9 255 4126 1
 9 255 4128 0
 9 256 4127 1
 9 256 4129 0
 9 257 4128 1
 9 257 4130 0
 9 258 4129 1
 9 258 4131 0
 9 259 4130 1
 9 259 4132 0
 9 260 4131 1
 9 260 4133 0
 9 261 4132 1
 9 261 4134 0
 9 262 4133 1
 9 262 4135 0
 9 263 4134 1
 9 263 4136 0
 9 264 destination 0
 9 4126 7899 1
 9 4126 7900 0
 9 4127 7899 1
 9 4127 7901 0
 9 4128 7900 1
 9 4128 7902 0
 9 4129 7901 1
 9 4129 7903 0
 9 4130 7902 1
 9 4130 7904 0
 9 4131 7903 1
 9 4131 7905 0
 9 4132 7904 1
 9 4132 7906 0
 9 4133 7905 1
 9 4133 7907 0
 9 4134 7906 1
 9 4134 7908 0
 9 4135 7907 1
 9 4135 7909 0
 9 4136 destination 0
 9 7899 2564 1
 9 7899 2565 0
 9 7900 2564 1
 9 7900 2566 0
 9 7901 2565 1
 9 7901 2567 0
 9 7902 2566 1
 9 7902 2568 0
 9 7903 2567 1
 9 7903 2569 0
 9 7904 2568 1
 9 7904 2570 0
 9 7905 2569 1
 9 7905 2571 0
 9 7906 2570 1
 9 7906 2572 0
 9 7907 2571 1
 9 7907 2573 0
 9 7908 2572 1
 9 7908 2574 0
 9 7909 destination 0
 9 2564 4412 1
 9 2564 4413 0
 9 2565 4412 1
 9 2565 4414 0
 9 2566 4413 1
 9 2566 4415 0
 9 2567 4414 1
 9 2567 4416 0
 9 2568 4415 1
 9 2568 4417 0
 9 2569 4416 1
 9 2569 4418 0
 9 2570 4417 1
 9 2570 4419 0
 9 2571 4418 1
 9 2571 4420 0
 9 2572 4419 1
 9 2572 4421 0
 9 2573 4420 1
 9 2573 4422 0
 9 2574 destination 0
 9 4412 9527 1
 9 4412 9528 0
 9 4413 9527 1
 9 4413 9529 0
 9 4414 9528 1
 9 4414 9530 0
 9 4415 9529 1
 9 4415 9531 0
 9 4416 9530 1
 9 4416 9532 0
 9 4417 9531 1
 9 4417 9533 0
 9 4418 9532 1
 9 4418 9534 0
 9 4419 9533 1
 9 4419 9535 0
 9 4420 9534 1
 9 4420 9536 0
 9 4421 9535 1
 9 4421 9537 0
 9 4422 destination 0
 9 9527 364 1
 9 9527 365 0
 9 9528 364 1
 9 9528 366 0
 9 9529 365 1
 9 9529 367 0
 9 9530 366 1
 9 9530 368 0
 9 9531 367 1
 9 9531 369 0
 9 9532 368 1
 9 9532 370 0
 9 9533 369 1
 9 9533 371 0
 9 9534 370 1
 9 9534 372 0
 9 9535 371 1
 9 9535 373 0
 9 9536 372 1
 9 9536 374 0
 9 9537 destination 0
 9 364 8515 1
 9 364 8516 0
 9 365 8515 1
 9 365 8517 0
 9 366 8516 1
 9 366 8518 0
 9 367 8517 1
 9 367 8519 0
 9 368 8518 1
 9 368 8520 0
 9 369 8519 1
 9 369 8521 0
 9 370 8520 1
 9 370 8522 0
 9 371 8521 1
 9 371 8523 0
 9 372 8522 1
 9 372 8524 0
 9 373 8523 1
 9 373 8525 0
 9 374 destination 0
 9 8515 5941 1
 9 8515 5942 0
 9 8516 5941 1
 9 8516 5943 0
 9 8517 5942 1
 9 8517 5944 0
 9 8518 5943 1
 9 8518 5945 0
 9 8519 5944 1
 9 8519 5946 0
 9 8520 5945 1
 9 8520 5947 0
 9 8521 5946 1
 9 8521 5948 0
 9 8522 5947 1
 9 8522 5949 0
 9 8523 5948 1
 9 8523 5950 0
 9 8524 5949 1
 9 8524 5951 0
 9 8525 destination 0
 9 5941 3048 1
 9 5941 3049 0
 9 5942 3048 1
 9 5942 3050 0
 9 5943 3049 1
 9 5943 3051 0
 9 5944 3050 1
 9 5944 3052 0
 9 5945 3051 1
 9 5945 3053 0
 9 5946 3052 1
 9 5946 3054 0
 9 5947 3053 1
 9 5947 3055 0
 9 5948 3054 1
 9 5948 3056 0
 9 5949 3055 1
 9 5949 3057 0
 9 5950 3056 1
 9 5950 3058 0
 9 5951 destination 0
 9 3048 2344 1
 9 3048 2345 0
 9 3049 2344 1
 9 3049 2346 0
 9 3050 2345 1
 9 3050 2347 0
 9 3051 2346 1
 9 3051 2348 0
 9 3052 2347 1
 9 3052 2349 0
 9 3053 2348 1
 9 3053 2350 0
 9 3054 2349 1
 9 3054 2351 0
 9 3055 2350 1
 9 3055 2352 0
 9 3056 2351 1
 9 3056 2353 0
 9 3057 2352 1
 9 3057 2354 0
 9 3058 destination 0
 9 2344 2355 1
 9 2344 2356 0
 9 2345 2355 1
 9 2345 2357 0
 9 2346 2356 1
 9 2346 2358 0
 9 2347 2357 1
 9 2347 2359 0
 9 2348 2358 1
 9 2348 2360 0
 9 2349 2359 1
 9 2349 2361 0
 9 2350 2360 1
 9 2350 2362 0
 9 2351 2361 1
 9 2351 2363 0
 9 2352 2362 1
 9 2352 2364 0
 9 2353 2363 1
 9 2353 2365 0
 9 2354 destination 0
 9 2355 9241 1
 9 2355 9242 0
 9 2356 9241 1
 9 2356 9243 0
 9 2357 9242 1
 9 2357 9244 0
 9 2358 9243 1
 9 2358 9245 0
 9 2359 9244 1
 9 2359 9246 0
 9 2360 9245 1
 9 2360 9247 0
 9 2361 9246 1
 9 2361 9248 0
 9 2362 9247 1
 9 2362 9249 0
 9 2363 9248 1
 9 2363 9250 0
 9 2364 9249 1
 9 2364 9251 0
 9 2365 destination 0
 9 9241 4280 1
 9 9241 4281 0
 9 9242 4280 1
 9 9242 4282 0
 9 9243 4281 1
 9 9243 4283 0
 9 9244 4282 1
 9 9244 4284 0
 9 9245 4283 1
 9 9245 4285 0
 9 9246 4284 1
 9 9246 4286 0
 9 9247 4285 1
 9 9247 4287 0
 9 9248 4286 1
 9 9248 4288 0
 9 9249 4287 1
 9 9249 4289 0
 9 9250 4288 1
 9 9250 4290 0
 9 9251 destination 0
 9 4280 6029 1
 9 4280 6031 0
 9 4281 6029 1
 9 4281 6032 0
 9 4282 6029 1
 9 4282 6033 0
 9 4283 6030 1
 9 4283 6034 0
 9 4284 6031 1
 9 4284 6035 0
 9 4285 6032 1
 9 4285 6036 0
 9 4286 6033 1
 9 4286 6037 0
 9 4287 6034 1
 9 4287 6038 0
 9 4288 6035 1
 9 4288 6039 0
 9 4289 6036 1
 9 4289 6039 0
 9 4290 destination 0
 9 6029 6557 1
 9 6029 6558 0
 9 6030 6557 1
 9 6030 6559 0
 9 6031 6558 1
 9 6031 6560 0
 9 6032 6559 1
 9 6032 6561 0
 9 6033 6560 1
 9 6033 6562 0
 9 6034 6561 1
 9 6034 6563 0
 9 6035 6562 1
 9 6035 6564 0
 9 6036 6563 1
 9 6036 6565 0
 9 6037 6564 1
 9 6037 6566 0
 9 6038 6565 1
 9 6038 6567 0
 9 6039 destination 0
 9 6557 4709 1
 9 6557 4710 0
 9 6558 4709 1
 9 6558 4711 0
 9 6559 4710 1
 9 6559 4712 0
 9 6560 4711 1
 9 6560 4713 0
 9 6561 4712 1
 9 6561 4714 0
 9 6562 4713 1
 9 6562 4715 0
 9 6563 4714 1
 9 6563 4716 0
 9 6564 4715 1
 9 6564 4717 0
 9 6565 4716 1
 9 6565 4718 0
 9 6566 4717 1
 9 6566 4719 0
 9 6567 destination 0
 9 4709 3972 1
 9 4709 3973 0
 9 4710 3972 1
 9 4710 3974 0
 9 4711 3973 1
 9 4711 3975 0
 9 4712 3974 1
 9 4712 3976 0
 9 4713 3975 1
 9 4713 3977 0
 9 4714 3976 1
 9 4714 3978 0
 9 4715 3977 1
 9 4715 3979 0
 9 4716 3978 1
 9 4716 3980 0
 9 4717 3979 1
 9 4717 3981 0
 9 4718 3980 1
 9 4718 3982 0
 9 4719 destination 0
 9 3972 6249 1
 9 3972 6250 0
 9 3973 6249 1
 9 3973 6251 0
 9 3974 6250 1
 9 3974 6252 0
 9 3975 6251 1
 9 3975 6253 0
 9 3976 6252 1
 9 3976 6254 0
 9 3977 6253 1
 9 3977 6255 0
 9 3978 6254 1
 9 3978 6256 0
 9 3979 6255 1
 9 3979 6257 0
 9 3980 6256 1
 9 3980 6258 0
 9 3981 6257 1
 9 3981 6259 0
 9 3982 destination 0
 9 6249 7118 1
 9 6249 7119 0
 9 6250 7118 1
 9 6250 7120 0
 9 6251 7119 1
 9 6251 7121 0
 9 6252 7120 1
 9 6252 7122 0
 9 6253 7121 1
 9 6253 7123 0
 9 6254 7122 1
 9 6254 7124 0
 9 6255 7123 1
 9 6255 7125 0
 9 6256 7124 1
 9 6256 7126 0
 9 6257 7125 1
 9 6257 7127 0
 9 6258 7126 1
 9 6258 7128 0
 9 6259 destination 0
 9 7118 4269 1
 9 7118 4270 0
 9 7119 4269 1
 9 7119 4271 0
 9 7120 4270 1
 9 7120 4272 0
 9 7121 4271 1
 9 7121 4273 0
 9 7122 4272 1
 9 7122 4274 0
 9 7123 4273 1
 9 7123 4275 0
 9 7124 4274 1
 9 7124 4276 0
 9 7125 4275 1
 9 7125 4277 0
 9 7126 4276 1
 9 7126 4278 0
 9 7127 4277 1
 9 7127 4279 0
 9 7128 destination 0
 9 4269 6304 1
 9 4269 6305 0
 9 4270 6304 1
 9 4270 6306 0
 9 4271 6305 1
 9 4271 6307 0
 9 4272 6306 1
 9 4272 6308 0
 9 4273 6307 1
 9 4273 6309 0
 9 4274 6308 1
 9 4274 6310 0
 9 4275 6309 1
 9 4275 6311 0
 9 4276 6310 1
 9 4276 6312 0
 9 4277 6311 1
 9 4277 6313 0
 9 4278 6312 1
 9 4278 6314 0
 9 4279 destination 0
 9 6304 4797 1
 9 6304 4798 0
 9 6305 4797 1
 9 6305 4799 0
 9 6306 4798 1
 9 6306 4800 0
 9 6307 4799 1
 9 6307 4801 0
 9 6308 4800 1
 9 6308 4802 0
 9 6309 4801 1
 9 6309 4803 0
 9 6310 4802 1
 9 6310 4804 0
 9 6311 4803 1
 9 6311 4805 0
 9 6312 4804 1
 9 6312 4806 0
 9 6313 4805 1
 9 6313 4807 0
 9 6314 destination 0
 9 4797 9846 1
 9 4797 9847 0
 9 4798 9846 1
 9 4798 9848 0
 9 4799 9847 1
 9 4799 9849 0
 9 4800 9848 1
 9 4800 9850 0
 9 4801 9849 1
 9 4801 9851 0
 9 4802 9850 1
 9 4802 9852 0
 9 4803 9851 1
 9 4803 9853 0
 9 4804 9852 1
 9 4804 9854 0
 9 4805 9853 1
 9 4805 9855 0
 9 4806 9854 1
 9 4806 9856 0
 9 4807 destination 0
 9 9846 9956 1
 9 9846 9957 0
 9 9847 9956 1
 9 9847 9958 0
 9 9848 9957 1
 9 9848 9959 0
 9 9849 9958 1
 9 9849 9960 0
 9 9850 9959 1
 9 9850 9961 0
 9 9851 9960 1
 9 9851 9962 0
 9 9852 9961 1
 9 9852 9963 0
 9 9853 9962 1
 9 9853 9964 0
 9 9854 9963 1
 9 9854 9965 0
 9 9855 9964 1
 9 9855 9966 0
 9 9856 destination 0
 9 9956 5853 1
 9 9956 5854 0
 9 9957 5853 1
 9 9957 5855 0
 9 9958 5854 1
 9 9958 5856 0
 9 9959 5855 1
 9 9959 5857 0
 9 9960 5856 1
 9 9960 5858 0
 9 9961 5857 1
 9 9961 5859 0
 9 9962 5858 1
 9 9962 5860 0
 9 9963 5859 1
 9 9963 5861 0
 9 9964 5860 1
 9 9964 5862 0
 9 9965 5861 1
 9 9965 5863 0
 9 9966 destination 0
 9 5853 6722 1
 9 5853 6723 0
 9 5854 6722 1
 9 5854 6724 0
 9 5855 6723 1
 9 5855 6725 0
 9 5856 6724 1
 9 5856 6726 0
 9 5857 6725 1
 9 5857 6727 0
 9 5858 6726 1
 9 5858 6728 0
 9 5859 6727 1
 9 5859 6729 0
 9 5860 6728 1
 9 5860 6730 0
 9 5861 6729 1
 9 5861 6731 0
 9 5862 6730 1
 9 5862 6732 0
 9 5863 destination 0
 9 6722 8779 1
 9 6722 8780 0
 9 6723 8779 1
 9 6723 8781 0
 9 6724 8780 1
 9 6724 8782 0
 9 6725 8781 1
 9 6725 8783 0
 9 6726 8782 1
 9 6726 8784 0
 9 6727 8783 1
 9 6727 8785 0
 9 6728 8784 1
 9 6728 8786 0
 9 6729 8785 1
 9 6729 8787 0
 9 6730 8786 1
 9 6730 8788 0
 9 6731 8787 1
 9 6731 8789 0
 9 6732 destination 0
 9 8779 5677 1
 9 8779 5678 0
 9 8780 5677 1
 9 8780 5679 0
 9 8781 5678 1
 9 8781 5680 0
 9 8782 5679 1
 9 8782 5681 0
 9 8783 5680 1
 9 8783 5682 0
 9 8784 5681 1
 9 8784 5683 0
 9 8785 5682 1
 9 8785 5684 0
 9 8786 5683 1
 9 8786 5685 0
 9 8787 5684 1
 9 8787 5686 0
 9 8788 5685 1
 9 8788 5687 0
 9 8789 destination 0
 9 5677 6964 1
 9 5677 6965 0
 9 5678 6964 1
 9 5678 6966 0
 9 5679 6965 1
 9 5679 6967 0
 9 5680 6966 1
 9 5680 6968 0
 9 5681 6967 1
 9 5681 6969 0
 9 5682 6968 1
 9 5682 6970 0
 9 5683 6969 1
 9 5683 6971 0
 9 5684 6970 1
 9 5684 6972 0
 9 5685 6971 1
 9 5685 6973 0
 9 5686 6972 1
 9 5686 6974 0
 9 5687 destination 0
 9 6964 10011 1
 9 6964 10012 0
 9 6965 10011 1
 9 6965 10013 0
 9 6966 10012 1
 9 6966 10014 0
 9 6967 10013 1
 9 6967 10015 0
 9 6968 10014 1
 9 6968 10016 0
 9 6969 10015 1
 9 6969 10017 0
 9 6970 10016 1
 9 6970 10018 0
 9 6971 10017 1
 9 6971 10019 0
 9 6972 10018 1
 9 6972 10020 0
 9 6973 10019 1
 9 6973 10021 0
 9 6974 destination 0
 9 10011 2630 1
 9 10011 2631 0
 9 10012 2630 1
 9 10012 2632 0
 9 10013 2631 1
 9 10013 2633 0
 9 10014 2632 1
 9 10014 2634 0
 9 10015 2633 1
 9 10015 2635 0
 9 10016 2634 1
 9 10016 2636 0
 9 10017 2635 1
 9 10017 2637 0
 9 10018 2636 1
 9 10018 2638 0
 9 10019 2637 1
 9 10019 2639 0
 9 10020 2638 1
 9 10020 2640 0
 9 10021 destination 0
 9 2630 8438 1
 9 2630 8439 0
 9 2631 8438 1
 9 2631 8440 0
 9 2632 8439 1
 9 2632 8441 0
 9 2633 8440 1
 9 2633 8442 0
 9 2634 8441 1
 9 2634 8443 0
 9 2635 8442 1
 9 2635 8444 0
 9 2636 8443 1
 9 2636 8445 0
 9 2637 8444 1
 9 2637 8446 0
 9 2638 8445 1
 9 2638 8447 0
 9 2639 8446 1
 9 2639 8448 0
 9 2640 destination 0
 9 8438 8262 1
 9 8438 8263 0
 9 8439 8262 1
 9 8439 8264 0
 9 8440 8263 1
 9 8440 8265 0
 9 8441 8264 1
 9 8441 8266 0
 9 8442 8265 1
 9 8442 8267 0
 9 8443 8266 1
 9 8443 8268 0
 9 8444 8267 1
 9 8444 8269 0
 9 8445 8268 1
 9 8445 8270 0
 9 8446 8269 1
 9 8446 8271 0
 9 8447 8270 1
 9 8447 8272 0
 9 8448 destination 0
 9 8262 7613 1
 9 8262 7614 0
 9 8263 7613 1
 9 8263 7615 0
 9 8264 7614 1
 9 8264 7616 0
 9 8265 7615 1
 9 8265 7617 0
 9 8266 7616 1
 9 8266 7618 0
 9 8267 7617 1
 9 8267 7619 0
 9 8268 7618 1
 9 8268 7620 0
 9 8269 7619 1
 9 8269 7621 0
 9 8270 7620 1
 9 8270 7622 0
 9 8271 7621 1
 9 8271 7623 0
 9 8272 destination 0
 9 7613 2784 1
 9 7613 2785 0
 9 7614 2784 1
 9 7614 2786 0
 9 7615 2785 1
 9 7615 2787 0
 9 7616 2786 1
 9 7616 2788 0
 9 7617 2787 1
 9 7617 2789 0
 9 7618 2788 1
 9 7618 2790 0
 9 7619 2789 1
 9 7619 2791 0
 9 7620 2790 1
 9 7620 2792 0
 9 7621 2791 1
 9 7621 2793 0
 9 7622 2792 1
 9 7622 2794 0
 9 7623 destination 0
 9 2784 6403 1
 9 2784 6404 0
 9 2785 6403 1
 9 2785 6405 0
 9 2786 6404 1
 9 2786 6406 0
 9 2787 6405 1
 9 2787 6407 0
 9 2788 6406 1
 9 2788 6408 0
 9 2789 6407 1
 9 2789 6409 0
 9 2790 6408 1
 9 2790 6410 0
 9 2791 6409 1
 9 2791 6411 0
 9 2792 6410 1
 9 2792 6412 0
 9 2793 6411 1
 9 2793 6413 0
 9 2794 destination 0
 9 6403 5149 1
 9 6403 5150 0
 9 6404 5149 1
 9 6404 5151 0
 9 6405 5150 1
 9 6405 5152 0
 9 6406 5151 1
 9 6406 5153 0
 9 6407 5152 1
 9 6407 5154 0
 9 6408 5153 1
 9 6408 5155 0
 9 6409 5154 1
 9 6409 5156 0
 9 6410 5155 1
 9 6410 5157 0
 9 6411 5156 1
 9 6411 5158 0
 9 6412 5157 1
 9 6412 5159 0
 9 6413 destination 0
 9 5149 1 0
 9 5150 2 0
 9 5151 3 0
 9 5152 4 0
 9 5153 5 0
 9 5154 6 0
 9 5155 7 0
 9 5156 8 0
 9 5157 9 0
 9 5158 10 0
 9 5159 destination 0
 10 source 7976 0
 10 source 7977 0
 10 source 7978 0
 10 source 7979 0
 10 source 7980 0
 10 source 7981 0
 10 source 7982 0
 10 source 7983 0
 10 source 7984 0
 10 source 7985 0
 10 source 7986 0
 10 1 destination 0 
 10 2 destination 0 
 10 3 destination 0 
 10 4 destination 0 
 10 5 destination 0 
 10 6 destination 0 
 10 7 destination 0 
 10 8 destination 0 
 10 9 destination 0 
 10 10 destination 0 
 10 11 destination 0 
 10 7976 7877 0
 10 7877 9395 1
 10 7877 9396 0
 10 7878 9395 1
 10 7878 9397 0
 10 7879 9396 1
 10 7879 9398 0
 10 7880 9397 1
 10 7880 9399 0
 10 7881 9398 1
 10 7881 9400 0
 10 7882 9399 1
 10 7882 9401 0
 10 7883 9400 1
 10 7883 9402 0
 10 7884 9401 1
 10 7884 9403 0
 10 7885 9402 1
 10 7885 9404 0
 10 7886 9403 1
 10 7886 9405 0
 10 7887 destination 0
 10 9395 1475 1
 10 9395 1476 0
 10 9396 1475 1
 10 9396 1477 0
 10 9397 1476 1
 10 9397 1478 0
 10 9398 1477 1
 10 9398 1479 0
 10 9399 1478 1
 10 9399 1480 0
 10 9400 1479 1
 10 9400 1481 0
 10 9401 1480 1
 10 9401 1482 0
 10 9402 1481 1
 10 9402 1483 0
 10 9403 1482 1
 10 9403 1484 0
 10 9404 1483 1
 10 9404 1485 0
 10 9405 destination 0
 10 1475 45 1
 10 1475 46 0
 10 1476 45 1
 10 1476 47 0
 10 1477 46 1
 10 1477 48 0
 10 1478 47 1
 10 1478 49 0
 10 1479 48 1
 10 1479 50 0
 10 1480 49 1
 10 1480 51 0
 10 1481 50 1
 10 1481 52 0
 10 1482 51 1
 10 1482 53 0
 10 1483 52 1
 10 1483 54 0
 10 1484 53 1
 10 1484 55 0
 10 1485 destination 0
 10 45 3807 1
 10 45 3808 0
 10 46 3807 1
 10 46 3809 0
 10 47 3808 1
 10 47 3810 0
 10 48 3809 1
 10 48 3811 0
 10 49 3810 1
 10 49 3812 0
 10 50 3811 1
 10 50 3813 0
 10 51 3812 1
 10 51 3814 0
 10 52 3813 1
 10 52 3815 0
 10 53 3814 1
 10 53 3816 0
 10 54 3815 1
 10 54 3817 0
 10 55 destination 0
 10 3807 7217 1
 10 3807 7218 0
 10 3808 7217 1
 10 3808 7219 0
 10 3809 7218 1
 10 3809 7220 0
 10 3810 7219 1
 10 3810 7221 0
 10 3811 7220 1
 10 3811 7222 0
 10 3812 7221 1
 10 3812 7223 0
 10 3813 7222 1
 10 3813 7224 0
 10 3814 7223 1
 10 3814 7225 0
 10 3815 7224 1
 10 3815 7226 0
 10 3816 7225 1
 10 3816 7227 0
 10 3817 destination 0
 10 7217 5402 1
 10 7217 5403 0
 10 7218 5402 1
 10 7218 5404 0
 10 7219 5403 1
 10 7219 5405 0
 10 7220 5404 1
 10 7220 5406 0
 10 7221 5405 1
 10 7221 5407 0
 10 7222 5406 1
 10 7222 5408 0
 10 7223 5407 1
 10 7223 5409 0
 10 7224 5408 1
 10 7224 5410 0
 10 7225 5409 1
 10 7225 5411 0
 10 7226 5410 1
 10 7226 5412 0
 10 7227 destination 0
 10 5402 7591 1
 10 5402 7592 0
 10 5403 7591 1
 10 5403 7593 0
 10 5404 7592 1
 10 5404 7594 0
 10 5405 7593 1
 10 5405 7595 0
 10 5406 7594 1
 10 5406 7596 0
 10 5407 7595 1
 10 5407 7597 0
 10 5408 7596 1
 10 5408 7598 0
 10 5409 7597 1
 10 5409 7599 0
 10 5410 7598 1
 10 5410 7600 0
 10 5411 7599 1
 10 5411 7601 0
 10 5412 destination 0
 10 7591 100 1
 10 7591 101 0
 10 7592 100 1
 10 7592 102 0
 10 7593 101 1
 10 7593 103 0
 10 7594 102 1
 10 7594 104 0
 10 7595 103 1
 10 7595 105 0
 10 7596 104 1
 10 7596 106 0
 10 7597 105 1
 10 7597 107 0
 10 7598 106 1
 10 7598 108 0
 10 7599 107 1
 10 7599 109 0
 10 7600 108 1
 10 7600 110 0
 10 7601 destination 0
 10 100 7426 1
 10 100 7427 0
 10 101 7426 1
 10 101 7428 0
 10 102 7427 1
 10 102 7429 0
 10 103 7428 1
 10 103 7430 0
 10 104 7429 1
 10 104 7431 0
 10 105 7430 1
 10 105 7432 0
 10 106 7431 1
 10 106 7433 0
 10 107 7432 1
 10 107 7434 0
 10 108 7433 1
 10 108 7435 0
 10 109 7434 1
 10 109 7436 0
 10 110 destination 0
 10 7426 5699 1
 10 7426 5700 0
 10 7427 5699 1
 10 7427 5701 0
 10 7428 5700 1
 10 7428 5702 0
 10 7429 5701 1
 10 7429 5703 0
 10 7430 5702 1
 10 7430 5704 0
 10 7431 5703 1
 10 7431 5705 0
 10 7432 5704 1
 10 7432 5706 0
 10 7433 5705 1
 10 7433 5707 0
 10 7434 5706 1
 10 7434 5708 0
 10 7435 5707 1
 10 7435 5709 0
 10 7436 destination 0
 10 5699 4775 1
 10 5699 4776 0
 10 5700 4775 1
 10 5700 4777 0
 10 5701 4776 1
 10 5701 4778 0
 10 5702 4777 1
 10 5702 4779 0
 10 5703 4778 1
 10 5703 4780 0
 10 5704 4779 1
 10 5704 4781 0
 10 5705 4780 1
 10 5705 4782 0
 10 5706 4781 1
 10 5706 4783 0
 10 5707 4782 1
 10 5707 4784 0
 10 5708 4783 1
 10 5708 4785 0
 10 5709 destination 0
 10 4775 6480 1
 10 4775 6481 0
 10 4776 6480 1
 10 4776 6482 0
 10 4777 6481 1
 10 4777 6483 0
 10 4778 6482 1
 10 4778 6484 0
 10 4779 6483 1
 10 4779 6485 0
 10 4780 6484 1
 10 4780 6486 0
 10 4781 6485 1
 10 4781 6487 0
 10 4782 6486 1
 10 4782 6488 0
 10 4783 6487 1
 10 4783 6489 0
 10 4784 6488 1
 10 4784 6490 0
 10 4785 destination 0
 10 6480 661 1
 10 6480 663 0
 10 6481 661 1
 10 6481 664 0
 10 6482 661 1
 10 6482 665 0
 10 6483 662 1
 10 6483 666 0
 10 6484 663 1
 10 6484 667 0
 10 6485 664 1
 10 6485 668 0
 10 6486 665 1
 10 6486 669 0
 10 6487 666 1
 10 6487 670 0
 10 6488 667 1
 10 6488 671 0
 10 6489 668 1
 10 6489 671 0
 10 6490 destination 0
 10 661 3466 1
 10 661 3467 0
 10 662 3466 1
 10 662 3468 0
 10 663 3467 1
 10 663 3469 0
 10 664 3468 1
 10 664 3470 0
 10 665 3469 1
 10 665 3471 0
 10 666 3470 1
 10 666 3472 0
 10 667 3471 1
 10 667 3473 0
 10 668 3472 1
 10 668 3474 0
 10 669 3473 1
 10 669 3475 0
 10 670 3474 1
 10 670 3476 0
 10 671 destination 0
 10 3466 7646 1
 10 3466 7647 0
 10 3467 7646 1
 10 3467 7648 0
 10 3468 7647 1
 10 3468 7649 0
 10 3469 7648 1
 10 3469 7650 0
 10 3470 7649 1
 10 3470 7651 0
 10 3471 7650 1
 10 3471 7652 0
 10 3472 7651 1
 10 3472 7653 0
 10 3473 7652 1
 10 3473 7654 0
 10 3474 7653 1
 10 3474 7655 0
 10 3475 7654 1
 10 3475 7656 0
 10 3476 destination 0
 10 7646 3939 1
 10 7646 3943 0
 10 7647 3939 1
 10 7647 3944 0
 10 7648 3939 1
 10 7648 3945 0
 10 7649 3939 1
 10 7649 3946 0
 10 7650 3939 1
 10 7650 3947 0
 10 7651 3940 1
 10 7651 3948 0
 10 7652 3941 1
 10 7652 3949 0
 10 7653 3942 1
 10 7653 3949 0
 10 7654 3943 1
 10 7654 3949 0
 10 7655 3944 1
 10 7655 3949 0
 10 7656 destination 0
 10 3939 5875 1
 10 3939 5876 0
 10 3940 5875 1
 10 3940 5877 0
 10 3941 5876 1
 10 3941 5878 0
 10 3942 5877 1
 10 3942 5879 0
 10 3943 5878 1
 10 3943 5880 0
 10 3944 5879 1
 10 3944 5881 0
 10 3945 5880 1
 10 3945 5882 0
 10 3946 5881 1
 10 3946 5883 0
 10 3947 5882 1
 10 3947 5884 0
 10 3948 5883 1
 10 3948 5885 0
 10 3949 destination 0
 10 5875 188 1
 10 5875 189 0
 10 5876 188 1
 10 5876 190 0
 10 5877 189 1
 10 5877 191 0
 10 5878 190 1
 10 5878 192 0
 10 5879 191 1
 10 5879 193 0
 10 5880 192 1
 10 5880 194 0
 10 5881 193 1
 10 5881 195 0
 10 5882 194 1
 10 5882 196 0
 10 5883 195 1
 10 5883 197 0
 10 5884 196 1
 10 5884 198 0
 10 5885 destination 0
 10 188 859 1
 10 188 860 0
 10 189 859 1
 10 189 861 0
 10 190 860 1
 10 190 862 0
 10 191 861 1
 10 191 863 0
 10 192 862 1
 10 192 864 0
 10 193 863 1
 10 193 865 0
 10 194 864 1
 10 194 866 0
 10 195 865 1
 10 195 867 0
 10 196 866 1
 10 196 868 0
 10 197 867 1
 10 197 869 0
 10 198 destination 0
 10 859 2146 1
 10 859 2147 0
